sample_id,top_3_train_indices
TR-731,"[8409, 2861, 4487]"
TR-732,"[537, 1428, 832]"
TR-733,"[5045, 1590, 5855]"
TR-734,"[7751, 238, 1008]"
TR-735,"[1280, 71, 1278]"
TR-736,"[4037, 4190, 2178]"
TR-737,"[8075, 6056, 3292]"
TR-738,"[1448, 3920, 1531]"
TR-739,"[1054, 6462, 1285]"
TR-740,"[1275, 1059, 1049]"
TR-741,"[2831, 4461, 183]"
TR-742,"[1330, 5197, 1053]"
TR-743,"[454, 1228, 1638]"
TR-744,"[455, 56, 461]"
TR-745,"[1432, 6833, 1443]"
TR-746,"[681, 502, 956]"
TR-747,"[709, 7900, 111]"
TR-748,"[451, 2803, 2057]"
TR-749,"[958, 7289, 1097]"
TR-750,"[462, 51, 757]"
TR-751,"[6264, 3945, 8255]"
TR-752,"[1725, 504, 1678]"
TR-753,"[3516, 1320, 1639]"
TR-754,"[655, 6163, 3399]"
TR-755,"[3092, 4541, 6260]"
TR-756,"[1194, 6313, 3821]"
TR-757,"[1782, 2338, 8514]"
TR-758,"[5471, 6217, 462]"
TR-759,"[5454, 6338, 7654]"
TR-760,"[5191, 7228, 520]"
TR-761,"[1257, 3973, 7459]"
TR-762,"[5789, 6361, 8198]"
TR-763,"[1319, 983, 291]"
TR-764,"[7425, 7152, 2301]"
TR-765,"[5732, 7687, 603]"
TR-766,"[3259, 3187, 7101]"
TR-767,"[962, 450, 78]"
TR-768,"[1185, 962, 993]"
TR-769,"[882, 875, 1439]"
TR-770,"[2238, 7753, 1727]"
TR-771,"[1103, 5663, 6448]"
TR-772,"[2027, 6861, 6314]"
TR-773,"[1456, 694, 1319]"
TR-774,"[1836, 446, 27]"
TR-775,"[6016, 244, 243]"
TR-776,"[675, 904, 1339]"
TR-777,"[994, 725, 1153]"
TR-778,"[1445, 666, 746]"
TR-779,"[1652, 502, 1711]"
TR-780,"[5086, 5856, 3139]"
TR-781,"[1627, 5190, 410]"
TR-782,"[7958, 6694, 5427]"
TR-783,"[80, 100, 587]"
TR-784,"[6443, 5740, 903]"
TR-785,"[6723, 7954, 1634]"
TR-786,"[583, 5822, 6060]"
TR-787,"[4232, 4051, 4798]"
TR-788,"[1245, 588, 1118]"
TR-789,"[2948, 7884, 2956]"
TR-790,"[71, 1280, 1278]"
TR-791,"[815, 5372, 510]"
TR-792,"[6167, 4344, 2584]"
TR-793,"[7464, 1392, 1645]"
TR-794,"[1207, 345, 5772]"
TR-795,"[3201, 7053, 8443]"
TR-796,"[5347, 5456, 5539]"
TR-797,"[8, 8688, 3828]"
TR-798,"[681, 1652, 1711]"
TR-799,"[1104, 1323, 801]"
TR-800,"[55, 40, 461]"
TR-801,"[410, 1627, 1219]"
TR-802,"[1142, 1104, 1852]"
TR-803,"[5987, 1650, 1666]"
TR-804,"[8186, 5628, 1051]"
TR-805,"[7375, 8034, 3444]"
TR-806,"[1893, 3839, 6527]"
TR-807,"[1406, 1423, 1327]"
TR-808,"[6218, 7152, 1013]"
TR-809,"[3443, 5884, 838]"
TR-810,"[6328, 7011, 3314]"
TR-811,"[6247, 5588, 8043]"
TR-812,"[8793, 219, 492]"
TR-813,"[6899, 8447, 6571]"
TR-814,"[8633, 5060, 2507]"
TR-815,"[106, 701, 1024]"
TR-816,"[790, 5372, 510]"
TR-817,"[1213, 843, 639]"
TR-818,"[5893, 4793, 6137]"
TR-819,"[1989, 302, 1513]"
TR-820,"[4427, 5664, 4335]"
TR-821,"[4379, 5214, 5516]"
TR-822,"[1546, 7699, 2522]"
TR-823,"[933, 374, 2591]"
TR-824,"[679, 2049, 2709]"
TR-825,"[7796, 906, 2894]"
TR-826,"[1534, 1464, 980]"
TR-827,"[203, 907, 1548]"
TR-828,"[6429, 1338, 1146]"
TR-829,"[1124, 709, 3002]"
TR-830,"[302, 818, 6069]"
TR-831,"[1487, 1089, 2010]"
TR-832,"[173, 1535, 5765]"
TR-833,"[57, 1158, 731]"
TR-834,"[5327, 1624, 423]"
TR-835,"[1821, 1054, 71]"
TR-836,"[4417, 3646, 2956]"
TR-837,"[1773, 1085, 1360]"
TR-838,"[8639, 5843, 3999]"
TR-839,"[8049, 7162, 7368]"
TR-840,"[629, 2137, 1638]"
TR-841,"[1057, 7314, 7134]"
TR-842,"[3131, 2346, 2814]"
TR-843,"[1453, 968, 1428]"
TR-844,"[639, 1398, 1049]"
TR-845,"[1857, 5486, 8205]"
TR-846,"[692, 2457, 2503]"
TR-847,"[2149, 1696, 4747]"
TR-848,"[3084, 5451, 1999]"
TR-849,"[8328, 918, 1053]"
TR-850,"[929, 1322, 1755]"
TR-851,"[529, 862, 852]"
TR-852,"[862, 529, 539]"
TR-853,"[529, 851, 850]"
TR-854,"[136, 5476, 6268]"
TR-855,"[2679, 7954, 6495]"
TR-856,"[8398, 503, 411]"
TR-857,"[792, 1645, 1027]"
TR-858,"[7785, 8262, 1491]"
TR-859,"[6592, 5318, 6344]"
TR-860,"[693, 373, 1289]"
TR-861,"[2823, 6286, 7573]"
TR-862,"[6976, 1235, 2243]"
TR-863,"[539, 850, 529]"
TR-864,"[757, 2623, 5330]"
TR-865,"[1204, 1478, 586]"
TR-866,"[6295, 6919, 436]"
TR-867,"[1563, 2294, 2710]"
TR-868,"[6009, 7713, 5838]"
TR-869,"[6344, 1629, 1297]"
TR-870,"[1317, 4413, 3289]"
TR-871,"[1625, 5921, 7138]"
TR-872,"[8397, 6717, 7659]"
TR-873,"[444, 1614, 1369]"
TR-874,"[5801, 5729, 5995]"
TR-875,"[708, 717, 1370]"
TR-876,"[1439, 882, 768]"
TR-877,"[185, 5718, 1116]"
TR-878,"[8239, 2541, 2675]"
TR-879,"[434, 1151, 1059]"
TR-880,"[6015, 7034, 6899]"
TR-881,"[8322, 8214, 1308]"
TR-882,"[5154, 1191, 40]"
TR-883,"[875, 768, 1439]"
TR-884,"[1386, 366, 603]"
TR-885,"[1392, 1027, 792]"
TR-886,"[7640, 3510, 4740]"
TR-887,"[1205, 1172, 1154]"
TR-888,"[160, 1314, 951]"
TR-889,"[1095, 2587, 1550]"
TR-890,"[951, 5349, 1314]"
TR-891,"[1029, 387, 1957]"
TR-892,"[1848, 1523, 1825]"
TR-893,"[1580, 2302, 6784]"
TR-894,"[339, 2385, 6922]"
TR-895,"[4639, 5937, 4744]"
TR-896,"[525, 1043, 926]"
TR-897,"[3320, 8208, 2130]"
TR-898,"[1380, 1084, 953]"
TR-899,"[6390, 7730, 5854]"
TR-900,"[5421, 1353, 262]"
TR-901,"[6103, 112, 5679]"
TR-902,"[2647, 2670, 975]"
TR-903,"[8458, 7792, 1979]"
TR-904,"[92, 5740, 5784]"
TR-905,"[395, 139, 775]"
TR-906,"[502, 681, 956]"
TR-907,"[1511, 824, 1417]"
TR-908,"[203, 1109, 1548]"
TR-909,"[8376, 6042, 7830]"
TR-910,"[6341, 5559, 2349]"
TR-911,"[5447, 1254, 6696]"
TR-912,"[1200, 1457, 1628]"
TR-913,"[78, 429, 1548]"
TR-914,"[6218, 7115, 6760]"
TR-915,"[919, 7954, 1750]"
TR-916,"[6167, 6163, 5062]"
TR-917,"[7204, 5245, 4848]"
TR-918,"[1084, 117, 953]"
TR-919,"[5197, 1330, 1053]"
TR-920,"[914, 7954, 2020]"
TR-921,"[548, 8729, 3434]"
TR-922,"[7132, 601, 7021]"
TR-923,"[6552, 7659, 5394]"
TR-924,"[596, 4211, 7361]"
TR-925,"[7237, 6099, 7679]"
TR-926,"[2328, 1837, 8251]"
TR-927,"[1043, 1136, 525]"
TR-928,"[1303, 1453, 3516]"
TR-929,"[3607, 8253, 989]"
TR-930,"[849, 1322, 1755]"
TR-931,"[8684, 5415, 5578]"
TR-932,"[934, 2065, 1895]"
TR-933,"[199, 44, 304]"
TR-934,"[822, 1482, 3837]"
TR-935,"[931, 2065, 1895]"
TR-936,"[3191, 3748, 6498]"
TR-937,"[1826, 356, 635]"
TR-938,"[359, 416, 1039]"
TR-939,"[217, 2212, 3428]"
TR-940,"[2766, 7143, 5936]"
TR-941,"[1245, 1118, 588]"
TR-942,"[2448, 6432, 1604]"
TR-943,"[6101, 6691, 589]"
TR-944,"[1391, 3060, 1575]"
TR-945,"[5514, 1339, 5290]"
TR-946,"[1412, 673, 1234]"
TR-947,"[3523, 2183, 464]"
TR-948,"[4552, 7202, 4373]"
TR-949,"[2122, 7322, 378]"
TR-950,"[206, 1656, 5380]"
TR-951,"[1413, 970, 2470]"
TR-952,"[889, 1314, 1080]"
TR-953,"[7111, 4287, 6394]"
TR-954,"[117, 1084, 917]"
TR-955,"[3610, 2297, 2624]"
TR-956,"[8097, 2277, 2275]"
TR-957,"[681, 917, 1084]"
TR-958,"[1025, 3154, 1086]"
TR-959,"[748, 1097, 7289]"
TR-960,"[7253, 7571, 7400]"
TR-961,"[899, 6126, 7933]"
TR-962,"[7439, 2051, 7696]"
TR-963,"[450, 766, 78]"
TR-964,"[2463, 2814, 2135]"
TR-965,"[3718, 7520, 8381]"
TR-966,"[2135, 2814, 5822]"
TR-967,"[1148, 7513, 3461]"
TR-968,"[2283, 5437, 7680]"
TR-969,"[1303, 687, 1235]"
TR-970,"[6592, 1, 46]"
TR-971,"[2470, 1413, 36]"
TR-972,"[1456, 772, 1319]"
TR-973,"[4150, 4000, 4092]"
TR-974,"[8298, 2359, 2050]"
TR-975,"[3362, 2396, 1498]"
TR-976,"[5284, 5341, 8360]"
TR-977,"[1696, 5740, 783]"
TR-978,"[1423, 363, 1172]"
TR-979,"[558, 5339, 3334]"
TR-980,"[8778, 8582, 284]"
TR-981,"[1534, 5944, 825]"
TR-982,"[7096, 2135, 2814]"
TR-983,"[2463, 1190, 2814]"
TR-984,"[291, 1319, 332]"
TR-985,"[623, 2933, 1062]"
TR-986,"[7724, 769, 7753]"
TR-987,"[7692, 6447, 7776]"
TR-988,"[1194, 6970, 5511]"
TR-989,"[680, 1193, 1172]"
TR-990,"[3607, 2966, 2256]"
TR-991,"[2145, 6873, 5643]"
TR-992,"[6595, 1654, 5856]"
TR-993,"[1427, 7398, 1300]"
TR-994,"[1185, 767, 241]"
TR-995,"[776, 1153, 725]"
TR-996,"[708, 3416, 1370]"
TR-997,"[4624, 7772, 3540]"
TR-998,"[7007, 1313, 645]"
TR-999,"[2948, 8125, 6461]"
TR-1000,"[659, 141, 1100]"
TR-1001,"[772, 1943, 694]"
TR-1002,"[2241, 1629, 1114]"
TR-1003,"[2050, 1535, 173]"
TR-1004,"[8453, 3100, 7816]"
TR-1005,"[1511, 906, 1286]"
TR-1006,"[7202, 2580, 5678]"
TR-1007,"[5123, 783, 4429]"
TR-1008,"[154, 1998, 8352]"
TR-1009,"[7103, 733, 7751]"
TR-1010,"[3503, 7788, 8106]"
TR-1011,"[2382, 7010, 4388]"
TR-1012,"[78, 907, 1109]"
TR-1013,"[2506, 7642, 1769]"
TR-1014,"[460, 4547, 2044]"
TR-1015,"[5907, 8019, 3314]"
TR-1016,"[1025, 7134, 3357]"
TR-1017,"[1214, 317, 282]"
TR-1018,"[4129, 829, 7280]"
TR-1019,"[6550, 5378, 544]"
TR-1020,"[853, 136, 5476]"
TR-1021,"[2563, 4974, 4068]"
TR-1022,"[7895, 487, 631]"
TR-1023,"[222, 1126, 539]"
TR-1024,"[189, 352, 5093]"
TR-1025,"[6861, 823, 1208]"
TR-1026,"[8606, 3488, 1388]"
TR-1027,"[1082, 57, 832]"
TR-1028,"[2362, 84, 1392]"
TR-1029,"[321, 6961, 1324]"
TR-1030,"[890, 387, 1957]"
TR-1031,"[1199, 1377, 362]"
TR-1032,"[3183, 122, 2369]"
TR-1033,"[1245, 940, 588]"
TR-1034,"[6014, 2644, 6726]"
TR-1035,"[830, 1089, 1438]"
TR-1036,"[1291, 2010, 1487]"
TR-1037,"[5309, 2749, 6959]"
TR-1038,"[5424, 5569, 4432]"
TR-1039,"[3385, 717, 81]"
TR-1040,"[1120, 1640, 416]"
TR-1041,"[3459, 2255, 7258]"
TR-1042,"[569, 6840, 476]"
TR-1043,"[7162, 8043, 3530]"
TR-1044,"[926, 1136, 525]"
TR-1045,"[934, 931, 2065]"
TR-1046,"[8541, 5261, 7107]"
TR-1047,"[6592, 1475, 555]"
TR-1048,"[3571, 2456, 2972]"
TR-1049,"[5729, 873, 6114]"
TR-1050,"[1275, 1059, 357]"
TR-1051,"[1189, 4021, 4468]"
TR-1052,"[8186, 5628, 3002]"
TR-1053,"[6183, 6316, 1379]"
TR-1054,"[1330, 5197, 1364]"
TR-1055,"[71, 1285, 1280]"
TR-1056,"[2487, 6046, 4232]"
TR-1057,"[2821, 7266, 6427]"
TR-1058,"[840, 2575, 6961]"
TR-1059,"[7834, 7589, 746]"
TR-1060,"[1049, 1398, 739]"
TR-1061,"[1085, 1263, 8031]"
TR-1062,"[3775, 6900, 4434]"
TR-1063,"[7280, 6069, 1964]"
TR-1064,"[1414, 2238, 1577]"
TR-1065,"[425, 156, 720]"
TR-1066,"[167, 4378, 3199]"
TR-1067,"[335, 2627, 543]"
TR-1068,"[63, 2049, 701]"
TR-1069,"[723, 2363, 5806]"
TR-1070,"[1899, 1195, 2106]"
TR-1071,"[1547, 490, 7746]"
TR-1072,"[1453, 1454, 282]"
TR-1073,"[907, 203, 1109]"
TR-1074,"[1377, 1207, 1369]"
TR-1075,"[1733, 1147, 958]"
TR-1076,"[168, 126, 5744]"
TR-1077,"[5712, 1178, 593]"
TR-1078,"[7958, 8016, 5742]"
TR-1079,"[1629, 1297, 1114]"
TR-1080,"[4863, 8285, 7683]"
TR-1081,"[1314, 951, 889]"
TR-1082,"[6734, 4212, 5002]"
TR-1083,"[1026, 1158, 537]"
TR-1084,"[2247, 6420, 5345]"
TR-1085,"[917, 953, 117]"
TR-1086,"[1060, 8031, 1360]"
TR-1087,"[7146, 8116, 6136]"
TR-1088,"[1449, 6226, 7835]"
TR-1089,"[3085, 2489, 2511]"
TR-1090,"[1487, 830, 1438]"
TR-1091,"[2027, 947, 5248]"
TR-1092,"[6089, 5591, 5396]"
TR-1093,"[1119, 2114, 125]"
TR-1094,"[7722, 4859, 5129]"
TR-1095,"[1842, 3720, 6036]"
TR-1096,"[888, 2587, 7725]"
TR-1097,"[2710, 1506, 1531]"
TR-1098,"[958, 1116, 748]"
TR-1099,"[5154, 3888, 3924]"
TR-1100,"[1937, 1898, 1575]"
TR-1101,"[999, 1062, 7280]"
TR-1102,"[1142, 1104, 2134]"
TR-1103,"[1209, 917, 953]"
TR-1104,"[5663, 1919, 1736]"
TR-1105,"[1142, 1852, 1167]"
TR-1106,"[4186, 8569, 4471]"
TR-1107,"[2551, 1379, 7884]"
TR-1108,"[1645, 7464, 792]"
TR-1109,"[7023, 2619, 3150]"
TR-1110,"[907, 78, 1011]"
TR-1111,"[7692, 6102, 1938]"
TR-1112,"[728, 8760, 6693]"
TR-1113,"[1479, 3428, 938]"
TR-1114,"[1147, 491, 5898]"
TR-1115,"[1629, 1297, 1078]"
TR-1116,"[5868, 2850, 1362]"
TR-1117,"[1097, 185, 748]"
TR-1118,"[2896, 3788, 7745]"
TR-1119,"[588, 940, 1245]"
TR-1120,"[1092, 125, 2114]"
TR-1121,"[1039, 1640, 416]"
TR-1122,"[2909, 6457, 6567]"
TR-1123,"[289, 1359, 2148]"
TR-1124,"[1140, 1891, 7113]"
TR-1125,"[7950, 8223, 139]"
TR-1126,"[6110, 1221, 1652]"
TR-1127,"[1022, 539, 851]"
TR-1128,"[7389, 1410, 293]"
TR-1129,"[1513, 302, 1989]"
TR-1130,"[4682, 5726, 3401]"
TR-1131,"[2230, 5247, 7570]"
TR-1132,"[5947, 400, 438]"
TR-1133,"[1024, 815, 790]"
TR-1134,"[1750, 2493, 3036]"
TR-1135,"[32, 1656, 1321]"
TR-1136,"[8217, 791, 6167]"
TR-1137,"[1043, 926, 20]"
TR-1138,"[1347, 7623, 1645]"
TR-1139,"[6372, 3401, 6879]"
TR-1140,"[1152, 2020, 1322]"
TR-1141,"[1123, 1891, 7113]"
TR-1142,"[414, 1461, 434]"
TR-1143,"[1101, 1104, 1167]"
TR-1144,"[3458, 7431, 7406]"
TR-1145,"[5093, 7394, 7074]"
TR-1146,"[2421, 5174, 8289]"
TR-1147,"[827, 1338, 1368]"
TR-1148,"[491, 5898, 1113]"
TR-1149,"[6286, 6737, 1415]"
TR-1150,"[123, 2608, 8120]"
TR-1151,"[1545, 1828, 5185]"
TR-1152,"[1439, 1817, 434]"
TR-1153,"[1139, 7954, 1361]"
TR-1154,"[1251, 994, 776]"
TR-1155,"[1172, 88, 1205]"
TR-1156,"[1279, 5339, 660]"
TR-1157,"[1444, 8341, 5936]"
TR-1158,"[8186, 5657, 2649]"
TR-1159,"[57, 537, 832]"
TR-1160,"[1586, 7818, 1353]"
TR-1161,"[5338, 7531, 6189]"
TR-1162,"[1019, 900, 112]"
TR-1163,"[5950, 3491, 80]"
TR-1164,"[1915, 2008, 7035]"
TR-1165,"[7787, 8360, 5341]"
TR-1166,"[5749, 5750, 6860]"
TR-1167,"[5146, 8527, 6549]"
TR-1168,"[1142, 1104, 1192]"
TR-1169,"[1253, 7405, 2993]"
TR-1170,"[8078, 7669, 7834]"
TR-1171,"[2023, 2273, 5137]"
TR-1172,"[5942, 2630, 5992]"
TR-1173,"[1205, 1423, 1327]"
TR-1174,"[6517, 5675, 4487]"
TR-1175,"[2102, 8762, 3083]"
TR-1176,"[1212, 1397, 2166]"
TR-1177,"[2123, 1304, 489]"
TR-1178,"[1261, 242, 588]"
TR-1179,"[5712, 592, 638]"
TR-1180,"[598, 7354, 2029]"
TR-1181,"[5608, 1426, 2590]"
TR-1182,"[3641, 3867, 4074]"
TR-1183,"[1407, 850, 851]"
TR-1184,"[6607, 2307, 5935]"
TR-1185,"[7816, 6048, 8086]"
TR-1186,"[993, 767, 241]"
TR-1187,"[120, 279, 1243]"
TR-1188,"[3500, 6192, 922]"
TR-1189,"[3935, 7529, 7032]"
TR-1190,"[1050, 4474, 8010]"
TR-1191,"[1384, 982, 2463]"
TR-1192,"[54, 455, 461]"
TR-1193,"[7304, 1167, 1142]"
TR-1194,"[988, 1406, 680]"
TR-1195,"[987, 8185, 8034]"
TR-1196,"[7209, 5600, 2056]"
TR-1197,"[8789, 1, 394]"
TR-1198,"[6541, 7836, 662]"
TR-1199,"[4859, 5942, 1577]"
TR-1200,"[1030, 1377, 362]"
TR-1201,"[1457, 875, 1439]"
TR-1202,"[7972, 1638, 6950]"
TR-1203,"[8273, 3698, 1807]"
TR-1204,"[1378, 638, 368]"
TR-1205,"[864, 1478, 586]"
TR-1206,"[1172, 1327, 1423]"
TR-1207,"[341, 7463, 629]"
TR-1208,"[1377, 1369, 793]"
TR-1209,"[947, 1584, 7972]"
TR-1210,"[1102, 117, 953]"
TR-1211,"[2415, 3452, 2863]"
TR-1212,"[5614, 7376, 7099]"
TR-1213,"[1175, 1397, 2166]"
TR-1214,"[1059, 1151, 434]"
TR-1215,"[1016, 317, 282]"
TR-1216,"[8088, 7239, 7092]"
TR-1217,"[130, 1293, 1394]"
TR-1218,"[1071, 715, 282]"
TR-1219,"[2037, 8198, 844]"
TR-1220,"[410, 1627, 800]"
TR-1221,"[5784, 903, 5924]"
TR-1222,"[1285, 1054, 71]"
TR-1223,"[6137, 817, 5924]"
TR-1224,"[375, 294, 1424]"
TR-1225,"[2680, 4865, 3640]"
TR-1226,"[1275, 1259, 357]"
TR-1227,"[4797, 1414, 6742]"
TR-1228,"[6887, 3147, 1741]"
TR-1229,"[1569, 1638, 1201]"
TR-1230,"[1915, 1163, 3880]"
TR-1231,"[2148, 726, 263]"
TR-1232,"[2492, 7976, 884]"
TR-1233,"[5978, 8130, 2026]"
TR-1234,"[2963, 651, 1982]"
TR-1235,"[1412, 945, 2902]"
TR-1236,"[1303, 687, 401]"
TR-1237,"[2048, 7580, 2399]"
TR-1238,"[7817, 7773, 5649]"
TR-1239,"[1476, 4033, 4615]"
TR-1240,"[7845, 6421, 5884]"
TR-1241,"[3105, 6196, 3646]"
TR-1242,"[1439, 1817, 875]"
TR-1243,"[3058, 1321, 1656]"
TR-1244,"[1285, 71, 734]"
TR-1245,"[1676, 1032, 1382]"
TR-1246,"[940, 588, 1032]"
TR-1247,"[1284, 8094, 5761]"
TR-1248,"[314, 5510, 1525]"
TR-1249,"[1023, 4243, 908]"
TR-1250,"[1456, 1319, 772]"
TR-1251,"[739, 357, 1275]"
TR-1252,"[1153, 4458, 6290]"
TR-1253,"[8208, 2718, 4639]"
TR-1254,"[1168, 5998, 2993]"
TR-1255,"[910, 5447, 4506]"
TR-1256,"[5339, 660, 1279]"
TR-1257,"[8048, 1312, 5219]"
TR-1258,"[4544, 3660, 8333]"
TR-1259,"[8672, 2736, 2340]"
TR-1260,"[1275, 1049, 357]"
TR-1261,"[6919, 7840, 7499]"
TR-1262,"[1245, 588, 940]"
TR-1263,"[1060, 1263, 1469]"
TR-1264,"[1060, 8017, 1085]"
TR-1265,"[375, 1424, 1223]"
TR-1266,"[565, 1729, 4740]"
TR-1267,"[2604, 7368, 2805]"
TR-1268,"[7418, 6286, 6326]"
TR-1269,"[7156, 6902, 2591]"
TR-1270,"[2829, 8372, 5820]"
TR-1271,"[6118, 2758, 7057]"
TR-1272,"[3538, 3305, 362]"
TR-1273,"[6426, 4229, 1856]"
TR-1274,"[6258, 1078, 5318]"
TR-1275,"[1092, 6849, 1866]"
TR-1276,"[1049, 357, 1350]"
TR-1277,"[1474, 8086, 5851]"
TR-1278,"[383, 54, 40]"
TR-1279,"[1280, 734, 71]"
TR-1280,"[1155, 1283, 5339]"
TR-1281,"[734, 71, 1278]"
TR-1282,"[5894, 8195, 5632]"
TR-1283,"[6025, 868, 1364]"
TR-1284,"[1279, 5339, 1155]"
TR-1285,"[1246, 6132, 5383]"
TR-1286,"[71, 1054, 1280]"
TR-1287,"[3225, 707, 1755]"
TR-1288,"[6145, 1775, 241]"
TR-1289,"[8530, 3667, 5382]"
TR-1290,"[2073, 766, 962]"
TR-1291,"[1358, 5238, 465]"
TR-1292,"[1035, 514, 2010]"
TR-1293,"[831, 7861, 5765]"
TR-1294,"[1216, 130, 1394]"
TR-1295,"[8390, 5254, 8214]"
TR-1296,"[1840, 2559, 2792]"
TR-1297,"[466, 2238, 7753]"
TR-1298,"[1629, 1114, 1078]"
TR-1299,"[7892, 3664, 4193]"
TR-1300,"[6102, 7763, 7618]"
TR-1301,"[992, 1427, 384]"
TR-1302,"[1601, 7462, 3059]"
TR-1303,"[730, 172, 8409]"
TR-1304,"[1235, 687, 968]"
TR-1305,"[1176, 2123, 489]"
TR-1306,"[3396, 1364, 1053]"
TR-1307,"[2361, 7955, 1853]"
TR-1308,"[2764, 3478, 3569]"
TR-1309,"[2305, 7719, 1691]"
TR-1310,"[6876, 3395, 3497]"
TR-1311,"[6682, 5981, 6460]"
TR-1312,"[398, 4595, 5777]"
TR-1313,"[3612, 3362, 5219]"
TR-1314,"[3310, 3009, 6042]"
TR-1315,"[1080, 889, 951]"
TR-1316,"[1396, 1436, 293]"
TR-1317,"[7745, 3281, 201]"
TR-1318,"[2453, 7121, 2574]"
TR-1319,"[1320, 5882, 401]"
TR-1320,"[291, 983, 389]"
TR-1321,"[401, 1303, 968]"
TR-1322,"[1656, 32, 1242]"
TR-1323,"[849, 929, 498]"
TR-1324,"[1852, 1104, 1335]"
TR-1325,"[1410, 293, 669]"
TR-1326,"[1467, 170, 334]"
TR-1327,"[1836, 446, 773]"
TR-1328,"[1205, 1172, 1423]"
TR-1329,"[3173, 4465, 8221]"
TR-1330,"[1481, 1520, 2607]"
TR-1331,"[5197, 1053, 918]"
TR-1332,"[1726, 6387, 635]"
TR-1333,"[3101, 8719, 3727]"
TR-1334,"[1624, 2228, 6814]"
TR-1335,"[4793, 5740, 7269]"
TR-1336,"[1852, 1323, 1104]"
TR-1337,"[8270, 6268, 853]"
TR-1338,"[249, 1119, 125]"
TR-1339,"[827, 1146, 6429]"
TR-1340,"[5799, 8049, 5869]"
TR-1341,"[1904, 6603, 8043]"
TR-1342,"[5931, 222, 3697]"
TR-1343,"[8029, 2948, 7884]"
TR-1344,"[1376, 1313, 586]"
TR-1345,"[1405, 1071, 1320]"
TR-1346,"[3528, 6535, 4743]"
TR-1347,"[7426, 7224, 6952]"
TR-1348,"[1137, 7460, 2548]"
TR-1349,"[6077, 4222, 6786]"
TR-1350,"[1032, 242, 1177]"
TR-1351,"[357, 1275, 1049]"
TR-1352,"[5720, 139, 395]"
TR-1353,"[3292, 8474, 2863]"
TR-1354,"[262, 3468, 3202]"
TR-1355,"[1431, 4364, 645]"
TR-1356,"[8460, 2106, 7654]"
TR-1357,"[1385, 1069, 2812]"
TR-1358,"[1777, 1439, 1151]"
TR-1359,"[1290, 5238, 1470]"
TR-1360,"[289, 228, 726]"
TR-1361,"[793, 1085, 8515]"
TR-1362,"[178, 1152, 7954]"
TR-1363,"[2850, 5868, 1464]"
TR-1364,"[8378, 8469, 4768]"
TR-1365,"[1053, 5197, 1330]"
TR-1366,"[1490, 32, 1656]"
TR-1367,"[8612, 6174, 5797]"
TR-1368,"[5399, 7153, 3105]"
TR-1369,"[1146, 827, 1338]"
TR-1370,"[1377, 444, 720]"
TR-1371,"[5560, 81, 8328]"
TR-1372,"[2835, 7126, 2807]"
TR-1373,"[930, 6225, 6154]"
TR-1374,"[5310, 3073, 7761]"
TR-1375,"[2479, 7550, 892]"
TR-1376,"[3007, 8635, 8279]"
TR-1377,"[1343, 1313, 651]"
TR-1378,"[1369, 1207, 1199]"
TR-1379,"[592, 638, 593]"
TR-1380,"[7112, 3760, 6632]"
TR-1381,"[897, 1084, 953]"
TR-1382,"[7836, 1642, 525]"
TR-1383,"[242, 1244, 1032]"
TR-1384,"[834, 1054, 1278]"
TR-1385,"[1190, 2135, 6950]"
TR-1386,"[1356, 824, 2812]"
TR-1387,"[883, 603, 366]"
TR-1388,"[3307, 1067, 6455]"
TR-1389,"[2722, 977, 1855]"
TR-1390,"[1463, 8460, 187]"
TR-1391,"[1937, 2045, 3739]"
TR-1392,"[1377, 425, 1207]"
TR-1393,"[792, 884, 1027]"
TR-1394,"[4030, 8585, 7825]"
TR-1395,"[1216, 130, 1293]"
TR-1396,"[487, 5856, 906]"
TR-1397,"[1315, 1436, 293]"
TR-1398,"[1212, 1175, 5426]"
TR-1399,"[639, 1059, 1049]"
TR-1400,"[4593, 4242, 7051]"
TR-1401,"[8570, 3235, 677]"
TR-1402,"[593, 5712, 1178]"
TR-1403,"[1674, 2142, 2238]"
TR-1404,"[3305, 6821, 2063]"
TR-1405,"[2236, 2553, 3348]"
TR-1406,"[1344, 1217, 1071]"
TR-1407,"[806, 1193, 1172]"
TR-1408,"[1182, 5954, 8009]"
TR-1409,"[1124, 709, 746]"
TR-1410,"[7363, 2373, 1113]"
TR-1411,"[669, 293, 1127]"
TR-1412,"[7540, 1530, 4168]"
TR-1413,"[945, 1234, 673]"
TR-1414,"[950, 970, 2470]"
TR-1415,"[5306, 4907, 1911]"
TR-1416,"[483, 7106, 1072]"
TR-1417,"[3451, 1769, 3027]"
TR-1418,"[1511, 906, 824]"
TR-1419,"[4517, 5902, 7660]"
TR-1420,"[524, 7886, 2874]"
TR-1421,"[6174, 1756, 6314]"
TR-1422,"[5336, 6808, 1802]"
TR-1423,"[327, 6953, 8591]"
TR-1424,"[1172, 1205, 91]"
TR-1425,"[1264, 375, 1223]"
TR-1426,"[231, 3421, 4950]"
TR-1427,"[5608, 1180, 2590]"
TR-1428,"[992, 7398, 384]"
TR-1429,"[537, 731, 1454]"
TR-1430,"[768, 875, 1777]"
TR-1431,"[2428, 36, 2490]"
TR-1432,"[6383, 138, 1354]"
TR-1433,"[744, 2119, 6833]"
TR-1434,"[1875, 2333, 6027]"
